session,true_label,handedness,google_label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,Closed_Fist,Left,None,-0.0,0.0,0.0,0.14720446878911497,-0.1942354491271387,-0.07496287217109876,0.22841046397420287,-0.4625807762167425,-0.11131855459494874,0.23321712780320242,-0.7014438737674051,-0.14695897734629298,0.24911273028555975,-0.892471060813848,-0.17683200118824233,0.08270890873265664,-0.7009190423233652,-0.02522983878690084,0.061029267637776344,-0.9610610134538231,-0.09129286639329985,0.0567856305331107,-0.986952462253124,-0.15066595307982764,0.058466930186052604,-0.9312763338805539,-0.18469757647878804,-0.01672316688872755,-0.6948749928768407,-0.020978772611803014,-0.05594519290264138,-0.9867510175155735,-0.08123136309685083,-0.05268218425352418,-0.9894637312004547,-0.1326113004883509,-0.03766054636989425,-0.8918066044007333,-0.1635964877823612,-0.10124705875535514,-0.6448282829636033,-0.03081852666579509,-0.1565563709731018,-0.9074361130970423,-0.0856073044085349,-0.1443579301592036,-0.9242805146347032,-0.12084016937274193,-0.11328352328800652,-0.8315887742732031,-0.13792044444921833,-0.1799007604327966,-0.5490401785462687,-0.04906824485252336,-0.23119405112362967,-0.7481327941507958,-0.08997288348213921,-0.22167451409835248,-0.7803223617425769,-0.1106242758021045,-0.19075472738034563,-0.7273104249025144,-0.1211879763024192
0,Closed_Fist,Right,None,0.0,0.0,0.0,0.19106001931537184,-0.08660407053978753,-0.07826139256398364,0.39492731963990757,-0.3008285056206087,-0.11687288442060303,0.4896838484086924,-0.595041749096034,-0.1465164826001994,0.4895912165346477,-0.8554890152623271,-0.16863862386066106,0.3060087796248854,-0.6178585820055491,-0.09284549655835708,0.297272465632974,-0.919576050216785,-0.1784089992192908,0.27608138374110863,-0.7522783346890997,-0.22631975466059553,0.2979383342628774,-0.6045055598837946,-0.25331924378656956,0.16907450295818385,-0.6437177604364002,-0.09800524364274561,0.14253172594814958,-0.9670128613588259,-0.17902675047347505,0.14287475780106013,-0.7219212482698364,-0.20324972480160625,0.1567991204274136,-0.5692390789527271,-0.21391213230759007,0.03508524671690536,-0.6128177772814359,-0.11291609543233547,-0.012162413361963486,-0.8698074189004816,-0.20126553488955948,-0.0011724995602592908,-0.6319448844894955,-0.18324238961028527,0.018776395537546533,-0.4723307790668045,-0.15917994480287248,-0.08692448959642411,-0.5294164751195694,-0.13309634503541584,-0.13900545710529483,-0.7535787838031187,-0.18774374640567648,-0.12607250204388304,-0.6033752045077859,-0.16561162612295977,-0.1079002047514497,-0.48321867455072764,-0.14220460871195076
0,Closed_Fist,Left,None,-0.0,0.0,0.0,0.1613950402629028,-0.16338445500886908,-0.08370931614526621,0.2554424225152622,-0.4380376828633502,-0.1084598923678215,0.27745643814685644,-0.7013319247904682,-0.12830141809986753,0.31754902183570927,-0.8833859880247062,-0.1424108099110417,0.1460139967625975,-0.6793077559441173,-0.010539476928998693,0.13849431054255584,-0.9098724947566312,-0.052615672840043475,0.1064163053748407,-0.9779227244610216,-0.09924628264150862,0.0749558002682382,-0.9883325386452195,-0.13259118017893767,0.04326069436612081,-0.6927404590672448,0.004164775726151266,0.026325132151928287,-0.9606081088959119,-0.042827358468226,-0.0031754948334547094,-0.9893690895699273,-0.09903027684347428,-0.018501772508708672,-0.9254710631912697,-0.13758597533725028,-0.04462953231923,-0.6610730437508275,0.005341673091415644,-0.07798699638287784,-0.9187339436904309,-0.05108410462201258,-0.09558128686355874,-0.9336700917804877,-0.10240693224429631,-0.08764024223111364,-0.8089661544263526,-0.12918070957328673,-0.13317125695146972,-0.5871568711390416,-0.0013013287647133294,-0.15860998268781976,-0.8004665291457012,-0.055580012535354724,-0.17125904223563393,-0.8326191450582193,-0.0950367463426752,-0.1673385168102588,-0.7545707678770396,-0.11740249971616788
0,Closed_Fist,Right,None,0.0,0.0,0.0,0.21004117645034584,-0.12367779588324253,-0.04122099197562884,0.3336969800254762,-0.3925187151853827,-0.03767417680074211,0.39008410053508935,-0.6710314547415596,-0.04094933064615863,0.3904135717675211,-0.8912859086858909,-0.04131652623135656,0.24030441132534439,-0.6407831018795692,0.04880760619867497,0.23819447259218018,-0.9436821693738019,-0.005549746609569326,0.22863352333505466,-0.882902374691265,-0.056048892330985534,0.22227063599554378,-0.7426946308927016,-0.08214784542644571,0.13165050364099168,-0.6681493048889693,0.044158289644478335,0.12169786806927506,-0.9924159666603921,-0.017325646450068947,0.11605502212581147,-0.8862546307992147,-0.06933373979938143,0.11131940023089845,-0.715084528225667,-0.0943934219850369,0.026471380638356294,-0.6493465428758943,0.025279166885837836,0.012868559326050572,-0.9439684000906599,-0.04187349590292013,0.014725999905175464,-0.8350180096360436,-0.0732606844756326,0.015920033415534305,-0.6649549634746067,-0.07802670598253425,-0.08466583894996664,-0.6021090493194298,0.0019110074667238095,-0.09896137662887959,-0.8370368373784575,-0.04578700026117326,-0.0807547632535586,-0.7930757016636008,-0.06336346373290905,-0.058674237875425084,-0.6702630468032356,-0.0664150721738991
0,Closed_Fist,Left,None,-0.0,0.0,0.0,0.17570999645635363,-0.14970033049032508,-0.07298903779898273,0.2907504405436212,-0.41278931978601346,-0.09683982566367347,0.32148030637675007,-0.6776085947086308,-0.11860571768900639,0.35789411477435934,-0.8709482159034536,-0.13241949241429438,0.18325914172426697,-0.6566526256798844,-0.0021693834048811286,0.1814670909907032,-0.9038094955001761,-0.06130709198334377,0.1537114393287408,-0.9514131398925364,-0.11644936281304437,0.12366720068490453,-0.9114426620165005,-0.14841623449514893,0.07987177193151151,-0.6805924704607234,0.005180505235199106,0.07061114661382899,-0.9419435828873266,-0.0505804565478034,0.05043086451086507,-0.9932787541200531,-0.1041827457806806,0.03425340989123734,-0.9225855703324675,-0.1363197195153627,-0.011235555975919215,-0.6551951071858875,-0.003438778733440324,-0.04241865347142143,-0.9040179096030109,-0.06352063996782378,-0.04177857373506622,-0.9586846872370547,-0.10951259571742462,-0.030658439145567932,-0.8711564574780576,-0.13012963303671823,-0.10405971230827467,-0.5836360904719141,-0.019630253293637673,-0.13956136394952007,-0.8002295842018216,-0.0742180480427612,-0.12698215811194738,-0.8713664243349698,-0.10878933580778363,-0.0988084705466996,-0.8328501869165452,-0.12529476659420685
0,Closed_Fist,Left,None,-0.0,0.0,0.0,-0.2537022647423707,-0.11825731558731382,-0.030235695738671495,-0.39130558917394553,-0.3563489074268129,0.00901172135182437,-0.45274684102098905,-0.6606048730548663,0.046275582305162134,-0.42945528720189985,-0.8692638604432572,0.08586430052871752,-0.30307339247218024,-0.5807979329961404,0.17389609877050893,-0.2958765817039934,-0.8871901724836446,0.18437167931773799,-0.286580136314427,-0.9460127502080515,0.15143216934919437,-0.27672899447073523,-0.8850462367996105,0.1269465864730522,-0.17712812351518728,-0.6070292699707218,0.18688549449495598,-0.1688634705028359,-0.9351915034978922,0.19548110394932294,-0.15276126208439084,-0.9374601894027054,0.13666133801630959,-0.1273306840072824,-0.8096754931746035,0.09328113090380787,-0.04661100453794319,-0.6042138441219275,0.1843713232393519,-0.0350536332966672,-0.8986903747261069,0.16383790348459304,-0.022486423752462903,-0.902298897647791,0.11914914513893542,-0.0014748521180212007,-0.7364048753135776,0.0961240791561334,0.08021468664648485,-0.5392236940650209,0.17780424323623345,0.10076350372180051,-0.8268947563258826,0.152292700301269,0.10250337638758696,-0.853670082845877,0.13223991269633048,0.09527901251945639,-0.7412917441984258,0.12443074533260307
0,Closed_Fist,Left,None,-0.0,0.0,0.0,0.20468551103527619,-0.11512306685073323,-0.07560876839075675,0.3422538592075285,-0.4009608753594056,-0.10091130765095933,0.36831429352178874,-0.6935806071601988,-0.12430684290308872,0.3564607838136707,-0.9242245589524982,-0.1369111910400451,0.21923407084055307,-0.6627444109635373,-0.0012271814767950528,0.2196748904523398,-0.9443708795633315,-0.06840736418129235,0.17278659383333678,-0.9153396668065008,-0.1199531955110795,0.1308741566263989,-0.7867266554829138,-0.14525223009330235,0.09610062016191107,-0.6902165484757401,0.0042696575597866784,0.08785988647803922,-0.9744652455015304,-0.07011281206539788,0.04322819731290324,-0.8494714928435393,-0.1171959795844766,0.015739853197326015,-0.6792444619031505,-0.13259860037658464,-0.015343979898897938,-0.6718499290034732,-0.005806220728070916,-0.031686502653710806,-0.9387787370469449,-0.08413442766745532,-0.04840112902200246,-0.8032429130259015,-0.09887904685705537,-0.05631384105357418,-0.6244240053285263,-0.08706623598166156,-0.1309839293532556,-0.6106980927105397,-0.02303011386254188,-0.14239013680823712,-0.8514787346934839,-0.08284855523921311,-0.13347866583270548,-0.7792420138684741,-0.08638611236554736,-0.1197728494029032,-0.648409778322804,-0.07344881982051586
0,Closed_Fist,Right,None,0.0,0.0,0.0,0.2607740813531947,-0.06957692565620621,-0.03704813472344316,0.4234496755868079,-0.3495310836535092,-0.023536119403820915,0.4779134950579792,-0.663868646365412,-0.015931676236271106,0.4515978291394995,-0.8921799905751063,-0.00861772208270385,0.34105737324057867,-0.548635255300042,0.06637592218749311,0.35287692385479347,-0.8755505763711227,0.0182892290021592,0.33838833151894065,-0.857913514283826,-0.033191686475059344,0.31442971907495115,-0.7235988661379896,-0.059922801607161576,0.21039254695536427,-0.5977159609884419,0.060929279623256,0.21210735386941523,-0.955954128282123,0.007212307039281637,0.20356856977971996,-0.8586976225343221,-0.05317503478830635,0.18271156974106456,-0.6656980173412816,-0.08528417898256563,0.07923878145885163,-0.603757119565318,0.04200255573276561,0.07435997523713474,-0.9459919985688572,-0.022163310328099144,0.07904511875772856,-0.8535658833674925,-0.06591105759545385,0.07346710635759504,-0.6591203636456452,-0.08066057603035727,-0.05674252660319826,-0.5770843275892178,0.0200192548141385,-0.06057757469322407,-0.8581581182281968,-0.024966092964070576,-0.03798953962294299,-0.8248709174822182,-0.04659110411590102,-0.017627335963849532,-0.681454767209461,-0.05415302739881624
0,Closed_Fist,Left,Closed_Fist,-0.0,0.0,0.0,0.18999864415204268,-0.10808702667379372,-0.08280272800671756,0.34976400206001884,-0.3955858542315656,-0.11834279500468524,0.3939883847398793,-0.7076151224003289,-0.15060307378744966,0.344000475767635,-0.9239918991490522,-0.16704084224694432,0.23631957770127385,-0.6855873612661408,-0.02254639120522873,0.22873358621414924,-0.9424647281749805,-0.10596061670556897,0.18378239923290696,-0.7607727435649974,-0.1457694018958898,0.1533136629399875,-0.5813907148397062,-0.15715274983875077,0.11611528244187175,-0.6983968893583187,-0.015355775689980374,0.11396100540222244,-0.9481975732351297,-0.11147344466076474,0.07652808392880149,-0.690102275040766,-0.13949852733824727,0.05910364397175198,-0.504671043660728,-0.13230681809388684,0.0024983613774517115,-0.6912554348360167,-0.025233800818846915,0.005080584789678251,-0.8973351355100032,-0.12745865784266058,-0.009330730893537476,-0.6201804285830613,-0.1124491646629247,-0.012285674460318804,-0.4345392012135058,-0.07076441387915389,-0.11155196050083173,-0.6480385329153888,-0.04218018705060534,-0.09724518827560089,-0.851303060080552,-0.11679788842961207,-0.09573476257610629,-0.6538554672786997,-0.1023196706149957,-0.09497704977410283,-0.5051655796706739,-0.0695443732589139
0,Closed_Fist,Right,Closed_Fist,0.0,0.0,0.0,0.20688520749644282,-0.12252551175313446,-0.029212559992064693,0.34737506408020113,-0.4217128952612938,-0.029126770050998646,0.40151299730737183,-0.7036900332565169,-0.03738236148081735,0.38662692994185704,-0.9212020628762912,-0.0436620704525085,0.278033796389323,-0.6492965033621412,0.025184973432894213,0.28924900476748455,-0.8950551635994864,-0.037889090788494784,0.26163827180820853,-0.7708384346700357,-0.08448830873789218,0.2423287144812478,-0.6248808860654573,-0.10771555098847367,0.1614119698230207,-0.6741285009496761,0.00945331796392544,0.17232983862320664,-0.9263614027421736,-0.06170010122219813,0.15350798113313707,-0.7260919221944241,-0.09970443221210737,0.14195809529701425,-0.5577526219355264,-0.11267142693987657,0.043675355823101884,-0.6590261675489635,-0.01810540924779067,0.041511699095113215,-0.8940492433552663,-0.09113346155443235,0.04266534519315298,-0.6939951897892317,-0.10152703991974958,0.04578106541993304,-0.530993108734575,-0.0919198709863141,-0.07474692219481183,-0.6200821294338186,-0.048596625923810734,-0.0891907559340359,-0.8555230538745674,-0.09247297110912821,-0.06960986968706705,-0.7441131128985092,-0.09224959933974776,-0.049192866644464484,-0.6052042428397613,-0.08374723441450424
